case_id,proposal,anchor_violation,policy_permits,effect_equivalent,model_requests_clarify,effect_sets
formal-019653,12,False,True,False,False,"[[1, 22], [1, 5, 11, 12], [1, 2, 3, 8, 12], []]"
formal-019654,0,False,False,False,False,"[[1, 5, 7, 16, 22], [0, 1, 5, 20, 22], [1, 2, 5, 6, 11, 18, 22], [1, 2, 5, 10, 15, 16, 19, 21, 22]]"
formal-019655,0,False,True,False,False,"[[0, 2, 6, 11, 14, 17], [0, 3, 8, 9, 14, 19, 21]]"
formal-019656,3,False,True,False,False,"[[1, 2, 6, 7, 10, 13, 20], [2, 3, 5, 6, 10, 13, 17], [10, 12, 13, 15, 19], [10, 13, 20]]"
formal-019657,9,False,True,False,False,"[[], [3, 4, 9, 12], [10, 13, 20], [1, 6, 14, 18, 20, 21]]"
formal-019658,12,False,True,False,False,"[[3, 4, 14, 21], [3, 14]]"
formal-019659,14,False,True,False,False,"[[1, 3, 4, 12, 14], [2, 5, 7, 10, 13, 14], [9, 14, 21], [3, 5, 11, 15]]"
formal-019660,9,False,True,False,False,"[[6, 9, 13, 15, 19], [6, 9, 15]]"
formal-019661,6,False,True,False,False,"[[3, 8, 15, 21], [4, 8, 11, 20], [0, 1, 6, 8, 14, 19]]"
formal-019662,18,False,True,False,False,"[[2, 7, 22, 23], [6, 7, 9, 21, 23], [7, 9, 16, 18, 23], [4, 7, 23]]"
formal-019663,3,False,True,False,False,"[[3, 7, 9, 12, 19, 20, 22], [3, 7, 20]]"
formal-019664,23,False,False,False,False,"[[1, 2, 3, 12, 13, 16], [], [1, 2, 9, 14, 21, 22], [2, 3, 12, 14, 22, 23]]"
formal-019665,21,False,True,False,True,"[[8, 9, 10, 11, 13, 17, 19, 21, 23], [2, 11, 13, 14, 18, 20, 21, 22, 23]]"
formal-019666,2,True,True,False,False,"[[3, 5, 19, 20, 21], [3, 5, 10, 15, 21], [3, 4, 5, 12, 13, 17, 21, 23], [0, 3, 5, 6, 12, 15, 20, 21, 23]]"
formal-019667,4,False,True,False,False,"[[0, 7, 10, 14, 21, 22], [7, 8, 10], [7, 10, 12, 14, 18, 19]]"
formal-019668,17,False,True,False,False,"[[5, 6, 9, 10, 11, 16, 17, 19, 21], [0, 1, 6, 9, 12, 17, 21], [0, 1, 6, 7, 9, 17, 21], [1, 2, 4, 5, 6, 9, 10, 17, 18]]"
formal-019669,13,False,True,False,True,"[[0, 3, 16, 21], [0, 2, 3, 5, 6, 16, 21, 22], [0, 4, 5, 9, 13, 16]]"
formal-019670,8,False,True,False,False,"[[0, 6, 7, 11, 17, 20, 22], [15, 20], [5, 8, 9, 14, 20], [0, 1, 7, 16, 20, 22]]"
formal-019671,11,False,True,False,False,"[[0, 3, 4, 10, 11, 13, 14, 17, 20], [0, 3, 13, 20, 23], [0, 2, 5, 11, 13, 15, 20], [0, 13, 20, 22]]"
formal-019672,9,False,True,False,False,"[[0, 2, 10, 11, 14], [0, 3, 7, 10, 12, 14, 17]]"
formal-019673,3,False,True,False,False,"[[6, 19], [3, 7, 14, 16], [4, 9, 10, 16, 20, 21], []]"
formal-019674,1,False,False,False,False,"[[1, 3, 5, 9, 16, 20, 21], [21], [2, 7, 8, 21]]"
formal-019675,12,False,True,False,False,"[[5, 7, 12, 15, 22, 23], [], []]"
formal-019676,3,False,True,False,False,"[[0, 9, 12, 16, 19, 22], [0, 3, 8, 10, 13, 14, 19]]"
formal-019677,15,False,True,False,False,"[[8, 10, 16, 18, 20], [8, 10, 12, 14, 15, 17, 18, 22], [8, 10, 18]]"
formal-019678,10,False,True,False,False,"[[5, 8, 10, 11, 12, 14, 22], [2, 5, 8, 22, 23], [5, 8, 13, 14, 15]]"
formal-019679,3,True,True,False,False,"[[0, 1, 7, 10, 13, 17, 18, 21, 22], [1, 18, 22]]"
formal-019680,12,False,True,False,False,"[[10, 12, 14, 16, 19], [20, 21, 23]]"
formal-019681,3,False,True,False,True,"[[7], [7], [1, 4, 7, 14, 22], [3, 7, 13, 20]]"
formal-019682,21,False,True,False,False,"[[], [5, 21]]"
formal-019683,12,False,True,False,False,"[[0, 1, 11, 14, 22], [1, 6, 11, 12, 15, 16, 18, 20]]"
formal-019684,14,False,True,False,False,"[[1, 13, 16, 20], [0, 17], [8, 19, 23]]"
formal-019685,7,False,True,False,False,"[[1, 3, 5, 11, 12, 14], [0, 1, 5, 14], [1, 3, 5, 6, 16, 19, 22, 23]]"
formal-019686,17,False,True,False,False,"[[3, 5, 8, 16, 19, 20], [3, 16], [3, 6, 16, 17, 21]]"
formal-019687,3,False,True,False,False,"[[3], []]"
formal-019688,22,False,False,False,False,"[[5, 7, 22], [2, 5, 22], [2, 5, 10, 17, 22], [5, 10, 12, 16, 19, 22]]"
formal-019689,15,False,False,False,False,"[[6, 7], [], [9, 16], []]"
formal-019690,9,True,True,False,False,"[[0, 4, 11, 20], [0, 2, 4, 10, 11, 15, 22, 23], [0, 1, 4, 11, 21, 23]]"
formal-019691,9,False,True,False,False,"[[0, 5, 9, 11, 13, 18, 23], [2, 4, 5, 11, 16], [3, 5, 11]]"
formal-019692,4,False,True,False,False,"[[8, 15, 16], [2, 4, 8, 11, 14, 15, 16, 21], [7, 8, 10, 15, 16, 17, 18, 20, 21]]"
formal-019693,9,False,True,False,False,"[[4, 5, 7, 9, 10, 17, 20], [7, 12, 17, 20], [18, 20], [0, 6, 10, 20, 21, 22, 23]]"
formal-019694,5,False,True,False,False,"[[2, 7, 23], [2, 4, 7, 12, 17, 20], [2, 4, 5, 11, 12, 13, 18]]"
formal-019695,9,True,True,False,False,"[[9, 11, 23], [9, 11, 12, 23]]"
formal-019696,1,False,True,False,False,"[[6, 12, 14, 19, 23], [2, 14, 16, 23], [5, 14, 19, 22, 23], [1, 5, 17, 23]]"
formal-019697,21,False,True,False,False,"[[3, 5, 11, 12, 15, 17, 19, 20], [2, 5, 10, 11, 12, 15, 19]]"
formal-019698,14,False,True,False,False,"[[2, 4, 8, 9, 10, 22], [1, 4, 6, 10, 14, 16, 22], [4, 7, 9, 10, 12, 22]]"
formal-019699,17,False,True,False,True,"[[1, 2, 17], [], []]"
formal-019700,16,False,False,False,False,"[[4, 9, 16], [3, 4, 8, 9, 16, 21], [4, 9, 11, 14, 16, 18, 21, 23], [4, 7, 9, 10, 15, 16, 18]]"
formal-019701,15,False,True,False,False,"[[3, 6, 9, 15, 23], [0, 11, 15, 19, 22]]"
formal-019702,5,False,False,False,False,"[[2, 5, 7, 11, 21, 23], []]"
formal-019703,23,False,True,False,False,"[[3, 9, 23], [3, 7, 9, 14, 17, 19, 20, 23], [3, 7, 8, 9, 14, 16, 18, 23], [3, 9, 14, 23]]"
formal-019704,9,False,True,False,False,"[[3, 4, 9, 16], [1, 2, 3], []]"
formal-019705,21,False,True,False,False,"[[3, 9, 12, 14, 20], [0, 10, 12, 13, 22], [3, 7, 9, 13, 23], [5, 11, 18, 19]]"
formal-019706,21,False,True,False,False,"[[5, 6, 15, 19], [1, 3, 5, 12, 15, 21], [2, 7, 9, 23]]"
formal-019707,15,True,True,False,False,"[[1, 15], [8, 12, 14, 15, 20, 22], [4, 8, 14, 15, 19, 21, 22]]"
formal-019708,22,False,True,False,False,"[[0, 2, 5, 7, 9, 16, 18, 19], [9, 14, 15, 18, 20, 21, 22], [2, 9, 11, 13, 14, 18, 19, 22], [9, 18]]"
formal-019709,9,False,True,False,False,"[[0, 11, 13, 20], [0, 14, 18], [2, 3, 7, 11, 15], [6, 7, 8, 16, 19]]"
formal-019710,4,False,True,False,False,"[[4, 8, 14], [8, 18]]"
formal-019711,22,False,True,False,False,"[[4, 20, 22], [0, 2, 4, 6, 11, 13, 20, 22], [3, 4, 6, 7, 13, 15, 20, 22], [4, 5, 20, 22]]"
formal-019712,12,False,True,False,False,"[[0, 14, 17, 21], [7, 11, 15], [0, 2, 4, 12, 16, 17]]"
formal-019713,5,True,True,False,False,"[[0, 1, 18], [0, 18]]"
formal-019714,12,False,True,False,True,"[[10, 11, 18, 20, 21], [2, 8, 9, 11, 12, 15, 16]]"
formal-019715,21,False,True,False,False,"[[5, 9, 10, 22], [3, 5, 10, 15, 21, 22, 23], [5, 10, 22]]"
formal-019716,18,False,True,False,False,"[[0, 1, 2, 4, 9, 15, 17, 18], [2, 7, 13, 15, 16, 17, 20, 23]]"
formal-019717,19,False,True,False,False,"[[3, 5, 6, 7, 8, 22], [4, 8, 9, 10, 12, 19]]"
formal-019718,20,False,True,False,False,"[[9], [6, 9, 11, 13, 14, 20, 22]]"
formal-019719,14,True,True,False,False,"[[5, 13], [6, 16, 21]]"
formal-019720,15,True,True,False,False,"[[7, 8, 17, 21, 22], [4, 11, 13, 15, 17, 19]]"
formal-019721,12,False,True,False,True,"[[2, 3, 9, 16, 17, 20, 21, 23], [3, 8, 9, 15, 20, 21]]"
formal-019722,6,False,True,False,True,"[[3, 4, 6, 9, 11, 13], [5, 6, 11, 13, 20]]"
formal-019723,15,False,True,False,False,"[[5, 10, 13, 16, 17], [12, 13, 15, 17, 21], [13, 17]]"
formal-019724,13,False,True,False,False,"[[7, 18, 19], [2, 7, 16, 18, 19, 20], [0, 2, 7, 13, 14, 18, 19, 22], [7, 18, 19]]"
formal-019725,16,False,True,False,False,"[[7, 16, 17, 19], [7, 22], [0, 7, 18]]"
formal-019726,2,False,True,False,False,"[[1, 6, 12, 13, 14, 22], [13, 16, 21]]"
formal-019727,12,True,True,False,False,"[[4, 13, 15, 17], [4, 5, 6, 10, 13, 15, 18, 23], [4, 10, 12, 13, 15, 19, 22, 23]]"
formal-019728,13,False,True,False,True,"[[13, 17], [], []]"
formal-019729,9,False,True,False,False,"[[9, 17, 22], [0, 4, 10, 11, 13, 18, 22], [22]]"
formal-019730,9,False,True,False,False,"[[9, 12, 13, 17, 18, 21], [0, 6, 8, 12, 17, 18, 20], [7, 9, 11, 15, 17, 22], [2, 8, 10, 17]]"
formal-019731,23,False,True,False,False,"[[5, 6, 9, 13, 14, 15, 18, 23], [5, 9, 15]]"
formal-019732,21,False,True,False,False,"[[3, 4, 12], [6, 12, 21]]"
formal-019733,7,False,True,False,False,"[[7, 14, 15, 16, 18, 19], [4, 5, 6, 8, 9, 14, 18, 19]]"
formal-019734,4,False,True,False,False,"[[0, 1, 4, 5, 6, 7, 10, 11, 16], [0, 3, 4, 5, 9, 10, 11, 12, 16]]"
formal-019735,22,True,True,False,False,"[[3, 6, 18, 21], [3, 4, 6, 14, 15, 18, 22]]"
formal-019736,0,False,True,False,False,"[[3, 4, 10, 13, 17, 19], [2, 13, 15, 20, 21], [], [16]]"
formal-019737,19,False,True,False,False,"[[8, 11, 13, 14, 15, 16, 21], [10, 14, 16], [2, 5, 14, 16, 20], [2, 14, 16]]"
formal-019738,2,False,True,False,False,"[[3, 10], [3, 8, 13, 15, 16, 21], [0, 3, 7, 16, 18, 23], [3, 9, 19, 21]]"
formal-019739,7,True,True,False,False,"[[6, 10, 13, 14, 20, 21], [3, 5, 20], [3, 19, 20]]"
formal-019740,21,False,True,False,False,"[[0, 13, 14, 18], [1, 5, 13, 16, 19, 21], [3, 7, 10, 13, 21, 22]]"
formal-019741,11,False,False,False,True,"[[5, 8, 18, 23], [11]]"
formal-019742,13,False,True,False,False,"[[], [8, 9, 23], [1, 2, 4, 9, 13], [4, 13, 22]]"
formal-019743,0,False,True,False,True,"[[0, 5, 23], [0, 5, 11, 13, 17, 19, 23]]"
formal-019744,13,False,True,False,True,"[[0, 2, 3, 6, 7, 10, 18], [0, 2, 16, 18, 20], [0, 5, 8, 16, 17], [0, 8, 15]]"
formal-019745,11,False,True,False,True,"[[2, 10, 11, 14, 15, 16, 19, 21], [0, 3, 11, 16, 21, 23], [7, 10, 11, 18, 21]]"
formal-019746,17,False,False,False,False,"[[2, 8, 9, 14, 15, 16, 17, 19, 20], [1, 4, 5, 8, 16, 18, 19, 21], [8, 16, 19], [2, 4, 8, 9, 11, 16, 19, 23]]"
formal-019747,0,False,True,False,False,"[[0, 7, 18, 20], [4, 7, 13, 18, 20], [13, 17, 18, 20, 21], [18, 20]]"
formal-019748,5,True,True,False,False,"[[1, 3, 5, 6, 20, 21], [0, 1, 3, 6, 9, 19], [1, 3, 6, 20]]"
formal-019749,4,False,False,False,False,"[[9, 11], [1, 4, 9, 11, 18, 19, 20], [0, 4, 5, 9, 11, 16, 20, 23]]"
formal-019750,23,False,True,False,False,"[[3, 4, 10, 18, 22, 23], [2, 6, 13, 17], [13, 15, 17, 20, 21], [8, 11, 13, 23]]"
formal-019751,11,True,False,False,False,"[[1, 2, 5, 12, 14], [0, 1, 2, 5, 10, 12], [2, 9, 10, 11, 12, 18, 19, 21]]"
formal-019752,12,True,True,False,False,"[[4, 5, 7, 9, 12, 13, 17, 19, 23], [4, 5, 9, 17, 23], [4, 5, 6, 17, 19, 21]]"
formal-019753,21,False,False,False,False,"[[5, 20, 21, 23], [5, 6, 11, 19, 21, 23], [5, 13, 23], [1, 3, 4, 5, 7, 14, 18, 23]]"
formal-019754,10,False,True,False,False,"[[3, 4, 18, 20, 22, 23], [2, 3, 14, 15, 18, 23]]"
formal-019755,19,False,True,False,False,"[[16, 17, 20, 21, 23], [16, 23], [2, 3, 16, 22]]"
formal-019756,5,False,True,False,False,"[[5, 10, 15, 16, 19], [2, 4, 8, 10, 16, 19, 22], [1, 10, 16, 19], [6, 10, 12, 15, 16, 19]]"
formal-019757,18,False,True,False,False,"[[7, 10, 19], [11, 16, 18]]"
formal-019758,7,False,True,False,False,"[[], [5, 6, 7, 14, 23]]"
formal-019759,3,False,True,False,False,"[[11, 14, 15, 16], [1, 2, 5, 6, 10, 11, 15, 16], [11, 13, 15], [0, 3, 5, 6, 10, 11, 15]]"
formal-019760,4,False,True,False,False,"[[4, 7, 17], [2, 4, 13, 14, 15, 16, 20], [4, 5, 8, 10, 16, 22], [4, 8, 13, 16, 18]]"
formal-019761,19,False,True,False,False,"[[15, 23], [10, 14, 15, 16, 21]]"
formal-019762,4,False,True,False,False,"[[4, 6, 8, 9, 15, 23], [2, 15], [1, 4, 6, 22], []]"
formal-019763,21,False,True,False,False,"[[4, 8, 13, 14, 16], [4, 8, 14], [1, 4, 8, 14, 16, 18, 21]]"
formal-019764,15,False,False,False,True,"[[7, 14, 16, 22], [15, 17]]"
formal-019765,7,False,True,False,False,"[[6, 7, 12, 17, 23], [4, 5], [19], [3, 16, 21]]"
formal-019766,14,False,True,False,False,"[[4, 8, 9, 10, 11, 12, 14, 17, 18], [4, 8, 9, 10, 17, 23], [4, 8, 9, 10, 15], [0, 4, 7, 8, 9]]"
formal-019767,2,False,True,False,False,"[[0, 1, 3, 4, 11, 12], [0, 1, 3, 5, 6, 8, 12, 16], [0, 4, 9, 12, 14, 23]]"
formal-019768,11,False,True,False,False,"[[2, 5, 7, 11, 13, 20], [5, 6, 7]]"
formal-019769,8,False,True,False,False,"[[4, 16, 19], [17], [2, 3, 6, 8, 14, 22], [19]]"
formal-019770,8,False,True,False,False,"[[6, 10, 11, 13, 16, 17, 18], [0, 8, 10, 14, 16], [10, 16], [10, 16]]"
formal-019771,17,False,False,False,False,"[[6, 17, 18], [17, 18], [0, 5, 17, 18, 23], [2, 3, 6, 12, 15, 17, 18, 20]]"
formal-019772,4,False,True,False,False,"[[0, 2, 3, 4, 6, 8, 20], [2, 4, 20], [2, 4, 20]]"
formal-019773,16,False,True,False,False,"[[5, 7, 9, 15, 16, 19], [8]]"
formal-019774,23,True,True,False,False,"[[3, 9, 14, 23], [0, 6, 7, 10, 13], [10], [2, 15]]"
formal-019775,3,True,True,False,False,"[[2], [6, 15, 17, 18, 19, 20]]"
formal-019776,17,False,False,False,False,"[[2, 4, 5, 16], [1, 4, 11, 12, 14, 17]]"
formal-019777,14,False,True,False,False,"[[1, 6, 12, 13, 14, 16, 19], [1, 13, 19], [13, 19], [1, 8, 12, 13, 14, 16, 19, 23]]"
formal-019778,6,True,True,False,False,"[[9, 19, 22], [2, 5, 9, 13, 14, 16, 19, 22, 23]]"
formal-019779,16,False,True,False,False,"[[1, 2, 3, 14, 17, 18], [1, 2, 3, 5, 10, 15, 16], [2, 3, 7, 10, 15]]"
formal-019780,1,False,True,False,True,"[[5, 6, 8, 11, 13, 16, 19, 20], [1, 11, 12, 13]]"
formal-019781,17,True,True,True,False,"[[5, 17, 21], [5, 17, 21]]"
formal-019782,15,True,True,False,False,"[[9, 15, 21], [9, 21], [0, 3, 9, 18, 20, 21, 22], [7, 9, 11, 13, 16, 21]]"
formal-019783,9,True,True,False,False,"[[3, 6, 10, 19], [2, 9, 10, 15, 21], [0, 4, 10]]"
formal-019784,21,False,True,False,False,"[[0, 3, 7, 17, 18], [0, 1, 2, 3, 7, 14, 17, 19], [0, 3, 10, 17, 19, 23]]"
formal-019785,11,False,True,False,False,"[[13, 14], [0, 1, 3, 5, 11, 12, 13, 14], [13, 14, 23], [2, 5, 6, 8, 13, 14, 22]]"
formal-019786,9,True,True,False,False,"[[3, 5, 7, 11, 23], [3, 5, 11, 16, 23], [3, 5, 10, 11, 14, 17, 21, 23], [3, 11, 23]]"
formal-019787,0,False,True,False,False,"[[1, 8], [0, 1, 7, 8, 10, 12, 15, 21], [1, 8]]"
formal-019788,23,False,True,False,False,"[[0, 3, 10, 11, 13, 21, 22], [3, 4, 10, 19, 22], [3, 4, 10, 14, 22, 23], [3, 10, 11, 15, 17, 20, 21, 22]]"
formal-019789,14,True,True,False,False,"[[0, 3, 5, 6, 7, 8, 13, 21], [3, 4, 8, 19, 20]]"
formal-019790,12,False,True,False,False,"[[6, 12, 18, 22], [12, 18, 22], [0, 4, 8, 11, 12, 18, 19, 22]]"
formal-019791,21,False,True,False,False,"[[12], [12, 13, 22], [3, 12, 21]]"
formal-019792,0,False,True,False,False,"[[0, 1, 6, 10, 13, 17, 18], [1, 14, 18]]"
formal-019793,6,False,True,False,True,"[[0, 3, 5, 6, 15, 16, 17, 20], [3, 5]]"
formal-019794,19,True,True,False,False,"[[2, 3, 5, 6, 21], [2, 3, 6, 10, 13, 14, 15, 19, 23], [2, 3, 4, 6, 8, 13, 15]]"
formal-019795,14,False,True,False,False,"[[0, 12, 14], [2, 6], [0, 2, 4, 5]]"
formal-019796,1,False,True,False,False,"[[2, 5, 11, 12, 22], [0, 1, 2, 5, 12, 18], [1, 2, 12, 16, 20]]"
formal-019797,3,False,False,False,False,"[[3, 5, 8, 9, 17, 19, 21], [3, 8, 19]]"
formal-019798,10,False,True,False,False,"[[3, 9, 10, 15, 19, 20], [4, 9, 19], [9, 14, 19], [1, 9, 11, 16, 17, 19, 22, 23]]"
formal-019799,9,False,True,False,False,"[[21], [11], [9], [5, 6, 10, 14, 22]]"
formal-019800,22,True,True,False,False,"[[1, 6, 11, 16, 18], [2, 3, 4, 7, 20], [7, 9, 15, 17, 18, 22]]"
formal-019801,15,False,True,False,False,"[[1, 4, 6, 8, 9, 20], [4, 11, 14, 16, 18], [0], [6, 11, 15, 20]]"
formal-019802,8,True,True,False,False,"[[1, 8, 12, 14, 18], [2, 8, 12, 13, 14, 16, 18, 20]]"
formal-019803,10,True,True,False,False,"[[6, 10, 11, 13, 17], [10, 11], [7, 8, 10, 16], [10, 19]]"
formal-019804,22,False,True,False,False,"[[1, 3, 9, 15, 19, 23], [3, 4, 9, 16, 19, 23], [9, 10, 19, 20, 23], [0, 3, 9, 19, 23]]"
formal-019805,7,False,True,False,False,"[[4, 6, 9, 13, 18], [7, 9], [14, 17], [2, 4, 5, 12, 14, 16]]"
formal-019806,10,False,True,False,False,"[[10, 11, 13, 17, 19, 21, 22], [1, 6, 10, 11, 14, 17, 18, 22], [1, 2, 3, 11, 15, 17, 23]]"
formal-019807,19,False,True,False,False,"[[19, 20], [1, 19, 20]]"
formal-019808,23,False,True,False,True,"[[7, 11, 18, 21, 23], [4, 11, 14, 17, 19, 20]]"
formal-019809,15,False,True,False,False,"[[15, 22], [3, 5, 21], [], []]"
formal-019810,11,False,True,False,False,"[[4, 7, 8, 10, 16, 23], [10, 11], [], [0, 3, 6, 11, 22]]"
formal-019811,4,False,True,False,False,"[[0, 5, 7, 21], [1, 6, 12, 19, 20, 21], [14, 21, 22], [3, 7, 20, 21]]"
formal-019812,6,False,True,False,False,"[[0, 11, 21], [0, 11, 15, 21]]"
formal-019813,6,False,True,False,True,"[[1, 11], [10, 11, 12], [11], [0, 4, 7, 11, 19, 21, 23]]"
formal-019814,8,False,True,False,False,"[[22], [1, 4, 5, 10, 19, 22], [8, 20, 22]]"
formal-019815,13,True,False,False,True,"[[], [13, 18, 23]]"
formal-019816,19,False,True,False,False,"[[2, 7, 8, 23], [5, 7, 8, 19, 20, 23]]"
formal-019817,21,False,True,False,False,"[[4, 11, 21], [6, 8, 10, 11, 12, 21]]"
formal-019818,5,False,True,False,False,"[[5, 6, 13, 16, 20, 23], [22]]"
formal-019819,15,False,True,False,False,"[[10, 15], [10], []]"
formal-019820,10,False,True,False,False,"[[9, 10, 18], [0, 5, 10, 16, 18], [1, 10, 18, 22]]"
formal-019821,6,False,True,False,False,"[[0, 8, 12, 14, 16, 18, 19, 22, 23], [0, 6, 7, 8, 14, 16, 18, 20, 23], [0, 1, 8, 16, 18, 19]]"
formal-019822,23,False,True,False,False,"[[0, 3, 5, 11, 13, 16, 19, 22], [3, 5, 6, 13, 15, 16, 23], [3, 5, 13, 16], [0, 2, 3, 6, 7, 8, 13, 16, 17]]"
formal-019823,22,False,True,False,False,"[[1, 17], [14, 17], [14, 17], [0, 17, 21, 22]]"
formal-019824,1,False,True,False,False,"[[1, 4, 9, 12, 17, 23], [0, 12], [1, 3, 12, 15, 19, 20]]"
formal-019825,17,False,True,False,False,"[[21], [0, 10, 16, 17, 21], [12, 21], [19, 21]]"
formal-019826,16,False,True,False,False,"[[2, 14, 17, 20], [8, 14, 16, 17, 20]]"
formal-019827,1,False,True,False,False,"[[2, 10, 21], [3, 21], [4, 12, 20, 21, 22, 23], [0, 1, 2, 5, 8, 9, 21]]"
formal-019828,23,False,True,False,False,"[[2, 4, 6, 18], [2, 4, 5, 6, 7, 12, 16, 19], [4, 6, 7, 13, 23]]"
formal-019829,16,False,True,False,False,"[[2, 3, 8, 15, 16, 20], [], [], [1, 14]]"
formal-019830,14,False,True,False,False,"[[0, 5, 15, 17, 21, 22], [0, 5, 8, 10, 15, 17, 21, 22, 23], [0, 3, 7, 14, 17, 19, 20, 21, 22], [0, 5, 17, 19, 22]]"
formal-019831,19,False,True,False,False,"[[1, 4, 11, 14, 15, 16, 18], [10, 16]]"
formal-019832,17,False,True,False,False,"[[10, 11, 15, 19, 20, 23], [0, 4, 5, 19], [2, 13, 15, 16, 17, 19], [19]]"
formal-019833,9,False,True,False,False,"[[9, 12, 23], [1, 9, 23], [1, 23]]"
formal-019834,5,False,True,False,False,"[[8, 12, 17, 18, 22], [5, 8, 12, 22]]"
formal-019835,5,False,True,False,True,"[[7, 10], [0, 5, 17, 21], [2, 5, 17, 19]]"
formal-019836,21,False,True,False,True,"[[15, 21], [21], [2, 8, 21, 22]]"
formal-019837,9,False,True,False,False,"[[3, 8, 10, 14, 15, 20, 23], [3, 7, 8, 20], [0, 6, 8, 20, 22]]"
formal-019838,4,False,True,False,False,"[[5, 20], [5, 19, 22]]"
formal-019839,14,False,True,False,False,"[[0, 2, 14], [0, 2]]"
formal-019840,21,False,True,False,False,"[[15, 21, 23], [1, 12, 14, 23]]"
formal-019841,10,False,True,False,False,"[[1, 4, 12, 23], [1, 12, 23], [0, 1, 10, 12, 20, 23]]"
formal-019842,6,False,True,False,False,"[[6, 9, 13, 15, 20, 21], [6, 9, 20]]"
formal-019843,6,False,True,False,False,"[[3, 10], [0, 3, 6, 7, 11, 19, 20], [3, 4, 10, 14, 16, 19]]"
formal-019844,1,False,True,False,True,"[[10], [1, 8, 10, 13, 18], [16, 19, 20], [4, 7, 14, 17]]"
formal-019845,12,False,False,False,False,"[[2, 7, 8, 11], [2, 3, 7, 11]]"
formal-019846,13,False,True,False,False,"[[4, 5, 9, 13], [4, 5]]"
formal-019847,1,True,True,False,False,"[[3, 5, 12, 21, 23], [2, 3, 12, 13, 15, 16, 17, 21, 23]]"
formal-019848,16,False,True,False,True,"[[0, 1, 3, 11, 12, 15, 19], [7, 8, 17, 19, 20, 23], [3, 8, 18, 19, 20], [1, 4, 7, 8, 19, 20, 23]]"
formal-019849,14,False,True,False,False,"[[4, 9, 15, 17, 18, 20], [2, 11, 12, 17, 18, 20]]"
formal-019850,20,False,True,False,False,"[[1, 6], [6, 10, 11, 12, 18, 19], [1, 10, 17, 20], [1, 12, 14, 20]]"
formal-019851,14,False,True,False,True,"[[1, 3, 11, 14, 15], [11, 12, 14, 16], [11, 14, 19], [1, 5, 6, 9, 11, 14, 16, 21]]"
formal-019852,5,False,False,False,True,"[[3, 10], [5, 17], [10, 19], [7, 15, 18, 23]]"
formal-019853,22,False,True,False,False,"[[3, 6, 13], [3, 6, 8, 13, 16, 20, 21, 22], [0, 3, 6, 9, 13], [3, 6, 10, 12, 13, 18, 20, 21]]"
formal-019854,7,True,True,False,False,"[[0, 2, 3, 9, 13, 15], [0, 1, 2, 4, 5, 7, 15, 17]]"
formal-019855,1,True,True,False,False,"[[4, 11, 17, 22], [4, 14, 17, 22], [4, 5, 14, 17, 20, 22], [4, 7, 8, 12, 15, 17, 20, 21, 22]]"
formal-019856,2,False,False,False,False,"[[1, 12, 14, 15, 18], [0, 18], [16, 18, 19], [2, 18]]"
formal-019857,7,False,True,False,False,"[[1, 16, 22], [7, 16, 17]]"
formal-019858,3,False,True,False,False,"[[6], [6, 11], [6, 7, 9, 10, 18, 20, 21], [6, 23]]"
formal-019859,17,True,True,False,False,"[[2, 12, 16, 17, 22], [5, 8, 9, 15, 17, 23], [9]]"
formal-019860,6,False,True,False,False,"[[1, 7, 13, 23], [1, 2, 4, 11, 16, 19, 22], [1, 9, 19]]"
formal-019861,21,False,True,False,False,"[[0, 6, 7, 11, 15, 17, 19, 21, 22], [0, 11, 15, 19, 20, 21, 22], [7, 9, 10, 12, 13, 19, 21, 22]]"
formal-019862,22,False,True,False,False,"[[6, 7, 17, 23], [1, 3, 9, 18, 20, 21]]"
formal-019863,13,False,True,False,False,"[[15], [3, 4, 9, 21, 22], [16, 21, 22], [1, 5, 7, 12, 17]]"
formal-019864,19,False,True,False,False,"[[17, 23], [8, 12, 15, 17, 19, 22, 23], [5, 13, 17, 19, 20, 23]]"
formal-019865,20,False,True,False,False,"[[0, 1, 5, 6, 9, 15, 22, 23], [6, 22], [6, 8, 9, 15, 16, 19, 22]]"
formal-019866,23,False,True,False,False,"[[4, 8, 11, 12, 14, 17, 19], [6, 14, 18, 19], [0, 11, 14, 16, 22], [6, 9, 14, 23]]"
formal-019867,12,False,True,False,False,"[[12], [], [7, 15]]"
formal-019868,19,False,True,False,False,"[[0, 5, 10, 19, 21], [2, 5, 19, 21]]"
formal-019869,1,True,True,False,False,"[[2, 14, 17, 20], [14, 17, 20], [1, 14, 16, 17, 20]]"
formal-019870,8,False,True,False,False,"[[0, 6, 8, 11, 19, 21, 22], [6, 11, 22], [6, 7, 8, 13, 14, 18], [3, 5, 6, 9, 18, 23]]"
formal-019871,20,False,True,False,False,"[[5, 8, 15, 19, 20], [1, 5, 18, 20], [2, 20], [0, 3, 20]]"
formal-019872,14,False,True,False,False,"[[7, 11], [6, 9, 11], [6, 7, 9, 10, 11, 14, 17]]"
formal-019873,10,False,True,False,False,"[[1, 7, 10, 12, 16, 23], [4, 5, 7, 8, 11, 14], [2, 7, 10, 20], [7]]"
formal-019874,22,False,True,False,False,"[[9, 11, 13, 14, 17, 18], [17, 22], [10, 17], [4, 7, 17]]"
