model,case_id,evaluable,missing_reason,v2_trigger,v3_trigger,new_v3_trigger
GPT-OSS-120B,ntx3-000153-3,True,,False,False,False
GPT-OSS-120B,ntx3-000857-0,True,,False,False,False
GPT-OSS-120B,ntx3-000857-1,True,,False,False,False
GPT-OSS-120B,ntx3-000857-2,True,,False,False,False
GPT-OSS-120B,ntx3-000857-3,True,,False,False,False
GPT-OSS-120B,ntx3-000505-0,True,,False,False,False
GPT-OSS-120B,ntx3-000505-1,True,,False,False,False
GPT-OSS-120B,ntx3-000505-2,True,,False,False,False
GPT-OSS-120B,ntx3-000505-3,True,,False,False,False
GPT-OSS-120B,ntx3-001415-0,True,,False,False,False
GPT-OSS-120B,ntx3-001415-1,True,,False,False,False
GPT-OSS-120B,ntx3-001415-2,True,,False,False,False
GPT-OSS-120B,ntx3-001415-3,True,,False,False,False
GPT-OSS-120B,ntx3-002309-0,True,,False,False,False
GPT-OSS-120B,ntx3-002309-1,True,,False,False,False
GPT-OSS-120B,ntx3-002309-2,True,,False,False,False
GPT-OSS-120B,ntx3-002309-3,True,,False,False,False
GPT-OSS-120B,ntx3-000413-0,True,,False,False,False
GPT-OSS-120B,ntx3-000413-1,True,,False,False,False
GPT-OSS-120B,ntx3-000413-2,True,,False,False,False
GPT-OSS-120B,ntx3-000413-3,True,,False,False,False
GPT-OSS-120B,ntx3-001084-0,True,,False,False,False
GPT-OSS-120B,ntx3-001084-1,True,,False,False,False
GPT-OSS-120B,ntx3-001084-2,True,,False,False,False
GPT-OSS-120B,ntx3-001084-3,True,,False,False,False
GPT-OSS-120B,ntx3-001016-0,True,,False,False,False
GPT-OSS-120B,ntx3-001016-1,True,,False,False,False
GPT-OSS-120B,ntx3-001016-2,True,,False,False,False
GPT-OSS-120B,ntx3-001016-3,True,,False,False,False
GPT-OSS-120B,ntx3-000127-0,True,,False,False,False
GPT-OSS-120B,ntx3-000127-1,True,,False,False,False
GPT-OSS-120B,ntx3-000127-2,True,,False,False,False
GPT-OSS-120B,ntx3-000127-3,True,,False,False,False
GPT-OSS-120B,ntx3-002295-0,True,,False,False,False
GPT-OSS-120B,ntx3-002295-1,True,,False,False,False
GPT-OSS-120B,ntx3-002295-2,True,,False,False,False
GPT-OSS-120B,ntx3-002295-3,True,,False,False,False
GPT-OSS-120B,ntx3-002486-0,True,,False,False,False
GPT-OSS-120B,ntx3-002486-1,True,,False,False,False
GPT-OSS-120B,ntx3-002486-2,True,,False,False,False
GPT-OSS-120B,ntx3-002486-3,True,,False,False,False
GPT-OSS-120B,ntx3-000540-0,True,,False,False,False
GPT-OSS-120B,ntx3-000540-1,True,,False,False,False
GPT-OSS-120B,ntx3-000540-2,True,,False,False,False
GPT-OSS-120B,ntx3-000540-3,True,,False,False,False
GPT-OSS-120B,ntx3-000958-0,True,,False,False,False
GPT-OSS-120B,ntx3-000958-1,True,,False,False,False
GPT-OSS-120B,ntx3-000958-2,True,,False,False,False
GPT-OSS-120B,ntx3-000958-3,True,,False,False,False
GPT-OSS-120B,ntx3-001786-0,True,,False,False,False
GPT-OSS-120B,ntx3-001786-1,True,,False,False,False
GPT-OSS-120B,ntx3-001786-2,True,,False,False,False
GPT-OSS-120B,ntx3-001786-3,True,,False,False,False
GPT-OSS-120B,ntx3-000697-0,True,,False,False,False
GPT-OSS-120B,ntx3-000697-1,True,,False,False,False
GPT-OSS-120B,ntx3-000697-2,True,,False,False,False
GPT-OSS-120B,ntx3-000697-3,True,,False,False,False
GPT-OSS-120B,ntx3-001970-0,True,,False,False,False
GPT-OSS-120B,ntx3-001970-1,True,,False,False,False
GPT-OSS-120B,ntx3-001970-2,True,,False,False,False
GPT-OSS-120B,ntx3-001970-3,True,,False,False,False
GPT-OSS-120B,ntx3-001903-0,True,,False,False,False
GPT-OSS-120B,ntx3-001903-1,True,,False,False,False
GPT-OSS-120B,ntx3-001903-2,True,,False,False,False
GPT-OSS-120B,ntx3-001903-3,True,,False,False,False
GPT-OSS-120B,ntx3-000452-0,True,,False,False,False
GPT-OSS-120B,ntx3-000452-1,True,,False,False,False
GPT-OSS-120B,ntx3-000452-2,True,,False,False,False
GPT-OSS-120B,ntx3-000452-3,True,,False,False,False
GPT-OSS-120B,ntx3-001577-0,True,,False,False,False
GPT-OSS-120B,ntx3-001577-1,True,,False,False,False
GPT-OSS-120B,ntx3-001577-2,True,,False,False,False
GPT-OSS-120B,ntx3-001577-3,True,,False,False,False
GPT-OSS-120B,ntx3-001029-0,True,,False,False,False
GPT-OSS-120B,ntx3-001029-1,True,,False,False,False
GPT-OSS-120B,ntx3-001029-2,True,,False,False,False
GPT-OSS-120B,ntx3-001029-3,True,,False,False,False
GPT-OSS-120B,ntx3-001846-0,True,,False,False,False
GPT-OSS-120B,ntx3-001846-1,True,,False,False,False
GPT-OSS-120B,ntx3-001846-2,True,,False,False,False
GPT-OSS-120B,ntx3-001846-3,True,,False,False,False
GPT-OSS-120B,ntx3-002172-0,True,,False,False,False
GPT-OSS-120B,ntx3-002172-1,True,,False,False,False
GPT-OSS-120B,ntx3-002172-2,True,,False,False,False
GPT-OSS-120B,ntx3-002172-3,True,,False,False,False
GPT-OSS-120B,ntx3-001668-0,True,,False,False,False
GPT-OSS-120B,ntx3-001668-1,True,,False,False,False
GPT-OSS-120B,ntx3-001668-2,True,,False,False,False
GPT-OSS-120B,ntx3-001668-3,True,,False,False,False
GPT-OSS-120B,ntx3-001426-0,True,,False,False,False
GPT-OSS-120B,ntx3-001426-1,True,,False,False,False
GPT-OSS-120B,ntx3-001426-2,True,,False,False,False
GPT-OSS-120B,ntx3-001426-3,True,,False,False,False
GPT-OSS-120B,ntx3-002318-0,True,,False,False,False
GPT-OSS-120B,ntx3-002318-1,True,,False,False,False
GPT-OSS-120B,ntx3-002318-2,True,,False,False,False
GPT-OSS-120B,ntx3-002318-3,True,,False,False,False
GPT-OSS-120B,ntx3-001496-0,True,,False,False,False
GPT-OSS-120B,ntx3-001496-1,True,,False,False,False
GPT-OSS-120B,ntx3-001496-2,True,,False,False,False
GPT-OSS-120B,ntx3-001496-3,True,,False,False,False
GPT-OSS-120B,ntx3-002036-0,True,,False,False,False
GPT-OSS-120B,ntx3-002036-1,True,,False,False,False
GPT-OSS-120B,ntx3-002036-2,True,,False,False,False
GPT-OSS-120B,ntx3-002036-3,True,,False,False,False
GPT-OSS-120B,ntx3-000561-0,True,,False,False,False
GPT-OSS-120B,ntx3-000561-1,True,,False,False,False
GPT-OSS-120B,ntx3-000561-2,True,,False,False,False
GPT-OSS-120B,ntx3-000561-3,True,,False,False,False
GPT-OSS-120B,ntx3-002386-0,True,,False,False,False
GPT-OSS-120B,ntx3-002386-1,True,,False,False,False
GPT-OSS-120B,ntx3-002386-2,True,,False,False,False
GPT-OSS-120B,ntx3-002386-3,True,,False,False,False
GPT-OSS-120B,ntx3-001091-0,True,,False,False,False
GPT-OSS-120B,ntx3-001091-1,True,,False,False,False
GPT-OSS-120B,ntx3-001091-2,True,,False,False,False
GPT-OSS-120B,ntx3-001091-3,True,,False,False,False
GPT-OSS-120B,ntx3-000379-0,True,,False,False,False
GPT-OSS-120B,ntx3-000379-1,True,,False,False,False
GPT-OSS-120B,ntx3-000379-2,True,,False,False,False
GPT-OSS-120B,ntx3-000379-3,True,,False,False,False
GPT-OSS-120B,ntx3-000457-0,True,,False,False,False
GPT-OSS-120B,ntx3-000457-1,True,,False,False,False
GPT-OSS-120B,ntx3-000457-2,True,,False,False,False
GPT-OSS-120B,ntx3-000457-3,True,,False,False,False
GPT-OSS-120B,ntx3-001751-0,True,,False,False,False
GPT-OSS-120B,ntx3-001751-1,True,,False,False,False
GPT-OSS-120B,ntx3-001751-2,True,,False,False,False
GPT-OSS-120B,ntx3-001751-3,True,,False,False,False
GPT-OSS-120B,ntx3-000645-0,True,,False,False,False
GPT-OSS-120B,ntx3-000645-1,True,,False,False,False
GPT-OSS-120B,ntx3-000645-2,True,,False,False,False
GPT-OSS-120B,ntx3-000645-3,True,,False,False,False
GPT-OSS-120B,ntx3-000164-0,True,,False,False,False
GPT-OSS-120B,ntx3-000164-1,True,,False,False,False
GPT-OSS-120B,ntx3-000164-2,True,,False,False,False
GPT-OSS-120B,ntx3-000164-3,True,,False,False,False
GPT-OSS-120B,ntx3-001695-0,True,,False,False,False
GPT-OSS-120B,ntx3-001695-1,True,,False,False,False
GPT-OSS-120B,ntx3-001695-2,True,,False,False,False
GPT-OSS-120B,ntx3-001695-3,True,,False,False,False
GPT-OSS-120B,ntx3-001957-0,True,,False,False,False
GPT-OSS-120B,ntx3-001957-1,True,,False,False,False
GPT-OSS-120B,ntx3-001957-2,True,,False,False,False
GPT-OSS-120B,ntx3-001957-3,True,,False,False,False
GPT-OSS-120B,ntx3-000449-0,True,,False,False,False
GPT-OSS-120B,ntx3-000449-1,True,,False,False,False
GPT-OSS-120B,ntx3-000449-2,True,,False,False,False
GPT-OSS-120B,ntx3-000449-3,True,,False,False,False
GPT-OSS-120B,ntx3-000496-0,True,,False,False,False
GPT-OSS-120B,ntx3-000496-1,True,,False,False,False
GPT-OSS-120B,ntx3-000496-2,True,,False,False,False
GPT-OSS-120B,ntx3-000496-3,True,,False,False,False
GPT-OSS-120B,ntx3-001519-0,True,,False,False,False
GPT-OSS-120B,ntx3-001519-1,True,,False,False,False
GPT-OSS-120B,ntx3-001519-2,True,,False,False,False
GPT-OSS-120B,ntx3-001519-3,True,,False,False,False
GPT-OSS-120B,ntx3-002337-0,True,,False,False,False
GPT-OSS-120B,ntx3-002337-1,True,,False,False,False
GPT-OSS-120B,ntx3-002337-2,True,,False,False,False
GPT-OSS-120B,ntx3-002337-3,True,,False,False,False
GPT-OSS-120B,ntx3-000940-0,True,,False,False,False
GPT-OSS-120B,ntx3-000940-1,True,,False,False,False
GPT-OSS-120B,ntx3-000940-2,True,,False,False,False
GPT-OSS-120B,ntx3-000940-3,True,,False,False,False
GPT-OSS-120B,ntx3-001324-0,True,,False,False,False
GPT-OSS-120B,ntx3-001324-1,True,,False,False,False
GPT-OSS-120B,ntx3-001324-2,True,,False,False,False
GPT-OSS-120B,ntx3-001324-3,True,,False,False,False
GPT-OSS-120B,ntx3-002308-0,True,,False,False,False
GPT-OSS-120B,ntx3-002308-1,True,,False,False,False
GPT-OSS-120B,ntx3-002308-2,True,,False,False,False
GPT-OSS-120B,ntx3-002308-3,True,,False,False,False
GPT-OSS-120B,ntx3-000898-0,True,,False,False,False
GPT-OSS-120B,ntx3-000898-1,True,,False,False,False
GPT-OSS-120B,ntx3-000898-2,True,,False,False,False
GPT-OSS-120B,ntx3-000898-3,True,,False,False,False
GPT-OSS-120B,ntx3-000375-0,True,,False,False,False
GPT-OSS-120B,ntx3-000375-1,True,,False,False,False
GPT-OSS-120B,ntx3-000375-2,True,,False,False,False
GPT-OSS-120B,ntx3-000375-3,True,,False,False,False
GPT-OSS-120B,ntx3-001366-0,True,,False,False,False
GPT-OSS-120B,ntx3-001366-1,True,,False,False,False
GPT-OSS-120B,ntx3-001366-2,True,,False,False,False
GPT-OSS-120B,ntx3-001366-3,True,,False,False,False
GPT-OSS-120B,ntx3-002181-0,True,,False,False,False
GPT-OSS-120B,ntx3-002181-1,True,,False,False,False
GPT-OSS-120B,ntx3-002181-2,True,,False,False,False
GPT-OSS-120B,ntx3-002181-3,True,,False,False,False
GPT-OSS-120B,ntx3-001816-0,True,,False,False,False
GPT-OSS-120B,ntx3-001816-1,True,,False,False,False
GPT-OSS-120B,ntx3-001816-2,True,,False,False,False
GPT-OSS-120B,ntx3-001816-3,True,,False,False,False
GPT-OSS-120B,ntx3-002436-0,True,,False,False,False
GPT-OSS-120B,ntx3-002436-1,True,,False,False,False
GPT-OSS-120B,ntx3-002436-2,True,,False,False,False
GPT-OSS-120B,ntx3-002436-3,True,,False,False,False
GPT-OSS-120B,ntx3-002412-0,True,,False,False,False
GPT-OSS-120B,ntx3-002412-1,True,,False,False,False
GPT-OSS-120B,ntx3-002412-2,True,,False,False,False
GPT-OSS-120B,ntx3-002412-3,True,,False,False,False
GPT-OSS-120B,ntx3-001757-0,True,,False,False,False
GPT-OSS-120B,ntx3-001757-1,True,,False,False,False
GPT-OSS-120B,ntx3-001757-2,True,,False,False,False
GPT-OSS-120B,ntx3-001757-3,True,,False,False,False
GPT-OSS-120B,ntx3-000272-0,True,,False,False,False
GPT-OSS-120B,ntx3-000272-1,True,,False,False,False
GPT-OSS-120B,ntx3-000272-2,True,,False,False,False
GPT-OSS-120B,ntx3-000272-3,True,,False,False,False
GPT-OSS-120B,ntx3-002215-0,True,,False,False,False
GPT-OSS-120B,ntx3-002215-1,True,,False,False,False
GPT-OSS-120B,ntx3-002215-2,True,,False,False,False
GPT-OSS-120B,ntx3-002215-3,True,,False,False,False
GPT-OSS-120B,ntx3-000628-0,True,,False,False,False
GPT-OSS-120B,ntx3-000628-1,True,,False,False,False
GPT-OSS-120B,ntx3-000628-2,True,,False,False,False
GPT-OSS-120B,ntx3-000628-3,True,,False,False,False
GPT-OSS-120B,ntx3-002212-0,True,,False,False,False
GPT-OSS-120B,ntx3-002212-1,True,,False,False,False
GPT-OSS-120B,ntx3-002212-2,True,,False,False,False
GPT-OSS-120B,ntx3-002212-3,True,,False,False,False
GPT-OSS-120B,ntx3-000445-0,True,,False,False,False
GPT-OSS-120B,ntx3-000445-1,True,,False,False,False
GPT-OSS-120B,ntx3-000445-2,True,,False,False,False
GPT-OSS-120B,ntx3-000445-3,True,,False,False,False
GPT-OSS-120B,ntx3-001478-0,True,,False,False,False
GPT-OSS-120B,ntx3-001478-1,True,,False,False,False
GPT-OSS-120B,ntx3-001478-2,True,,False,False,False
GPT-OSS-120B,ntx3-001478-3,True,,False,False,False
GPT-OSS-120B,ntx3-001477-0,True,,False,False,False
GPT-OSS-120B,ntx3-001477-1,True,,False,False,False
GPT-OSS-120B,ntx3-001477-2,True,,False,False,False
GPT-OSS-120B,ntx3-001477-3,True,,False,False,False
GPT-OSS-120B,ntx3-001514-0,True,,False,False,False
GPT-OSS-120B,ntx3-001514-1,True,,False,False,False
GPT-OSS-120B,ntx3-001514-2,True,,False,False,False
GPT-OSS-120B,ntx3-001514-3,True,,False,False,False
GPT-OSS-120B,ntx3-000800-0,True,,False,False,False
GPT-OSS-120B,ntx3-000800-1,True,,False,False,False
GPT-OSS-120B,ntx3-000800-2,True,,False,False,False
GPT-OSS-120B,ntx3-000800-3,True,,False,False,False
GPT-OSS-120B,ntx3-001857-0,True,,False,False,False
GPT-OSS-120B,ntx3-001857-1,True,,False,False,False
GPT-OSS-120B,ntx3-001857-2,True,,False,False,False
GPT-OSS-120B,ntx3-001857-3,True,,False,False,False
GPT-OSS-120B,ntx3-002428-0,True,,False,False,False
GPT-OSS-120B,ntx3-002428-1,True,,False,False,False
GPT-OSS-120B,ntx3-002428-2,True,,False,False,False
GPT-OSS-120B,ntx3-002428-3,True,,False,False,False
GPT-OSS-120B,ntx3-001506-0,True,,False,False,False
GPT-OSS-120B,ntx3-001506-1,True,,False,False,False
GPT-OSS-120B,ntx3-001506-2,True,,False,False,False
GPT-OSS-120B,ntx3-001506-3,True,,False,False,False
GPT-OSS-120B,ntx3-000504-0,True,,False,False,False
GPT-OSS-120B,ntx3-000504-1,True,,False,False,False
GPT-OSS-120B,ntx3-000504-2,True,,False,False,False
GPT-OSS-120B,ntx3-000504-3,True,,False,False,False
GPT-OSS-120B,ntx3-001147-0,True,,False,False,False
GPT-OSS-120B,ntx3-001147-1,True,,False,False,False
GPT-OSS-120B,ntx3-001147-2,True,,False,False,False
GPT-OSS-120B,ntx3-001147-3,True,,False,False,False
GPT-OSS-120B,ntx3-000395-0,True,,False,False,False
GPT-OSS-120B,ntx3-000395-1,True,,False,False,False
GPT-OSS-120B,ntx3-000395-2,True,,False,False,False
GPT-OSS-120B,ntx3-000395-3,True,,False,False,False
GPT-OSS-120B,ntx3-000815-0,True,,False,False,False
GPT-OSS-120B,ntx3-000815-1,True,,False,False,False
GPT-OSS-120B,ntx3-000815-2,True,,False,False,False
GPT-OSS-120B,ntx3-000815-3,True,,False,False,False
GPT-OSS-120B,ntx3-001154-0,True,,False,False,False
GPT-OSS-120B,ntx3-001154-1,True,,False,False,False
GPT-OSS-120B,ntx3-001154-2,True,,False,False,False
GPT-OSS-120B,ntx3-001154-3,True,,False,False,False
GPT-OSS-120B,ntx3-000261-0,True,,False,False,False
GPT-OSS-120B,ntx3-000261-1,True,,False,False,False
GPT-OSS-120B,ntx3-000261-2,True,,False,False,False
GPT-OSS-120B,ntx3-000261-3,True,,False,False,False
GPT-OSS-120B,ntx3-000709-0,True,,False,False,False
GPT-OSS-120B,ntx3-000709-1,True,,False,False,False
GPT-OSS-120B,ntx3-000709-2,True,,False,False,False
GPT-OSS-120B,ntx3-000709-3,True,,False,False,False
GPT-OSS-120B,ntx3-000530-0,True,,False,False,False
GPT-OSS-120B,ntx3-000530-1,True,,False,False,False
GPT-OSS-120B,ntx3-000530-2,True,,False,False,False
GPT-OSS-120B,ntx3-000530-3,True,,False,False,False
GPT-OSS-120B,ntx3-001390-0,True,,False,False,False
GPT-OSS-120B,ntx3-001390-1,True,,False,False,False
GPT-OSS-120B,ntx3-001390-2,True,,False,False,False
GPT-OSS-120B,ntx3-001390-3,True,,False,False,False
GPT-OSS-120B,ntx3-001985-0,True,,False,False,False
GPT-OSS-120B,ntx3-001985-1,True,,False,False,False
GPT-OSS-120B,ntx3-001985-2,True,,False,False,False
GPT-OSS-120B,ntx3-001985-3,True,,False,False,False
GPT-OSS-120B,ntx3-001233-0,True,,False,False,False
GPT-OSS-120B,ntx3-001233-1,True,,False,False,False
GPT-OSS-120B,ntx3-001233-2,True,,False,False,False
GPT-OSS-120B,ntx3-001233-3,True,,False,False,False
GPT-OSS-120B,ntx3-002434-0,True,,False,False,False
GPT-OSS-120B,ntx3-002434-1,True,,False,False,False
GPT-OSS-120B,ntx3-002434-2,True,,False,False,False
GPT-OSS-120B,ntx3-002434-3,True,,False,False,False
GPT-OSS-120B,ntx3-001213-0,True,,False,False,False
GPT-OSS-120B,ntx3-001213-1,True,,False,False,False
GPT-OSS-120B,ntx3-001213-2,True,,False,False,False
GPT-OSS-120B,ntx3-001213-3,True,,False,False,False
GPT-OSS-120B,ntx3-001584-0,True,,False,False,False
GPT-OSS-120B,ntx3-001584-1,True,,False,False,False
GPT-OSS-120B,ntx3-001584-2,True,,False,False,False
GPT-OSS-120B,ntx3-001584-3,True,,False,False,False
GPT-OSS-120B,ntx3-002065-0,True,,False,False,False
GPT-OSS-120B,ntx3-002065-1,True,,False,False,False
GPT-OSS-120B,ntx3-002065-2,True,,False,False,False
GPT-OSS-120B,ntx3-002065-3,True,,False,False,False
GPT-OSS-120B,ntx3-001967-0,True,,False,False,False
GPT-OSS-120B,ntx3-001967-1,True,,False,False,False
GPT-OSS-120B,ntx3-001967-2,True,,False,False,False
GPT-OSS-120B,ntx3-001967-3,True,,False,False,False
GPT-OSS-120B,ntx3-001486-0,True,,False,False,False
GPT-OSS-120B,ntx3-001486-1,True,,False,False,False
GPT-OSS-120B,ntx3-001486-2,True,,False,False,False
GPT-OSS-120B,ntx3-001486-3,True,,False,False,False
GPT-OSS-120B,ntx3-000232-0,True,,False,False,False
GPT-OSS-120B,ntx3-000232-1,True,,False,False,False
GPT-OSS-120B,ntx3-000232-2,True,,False,False,False
GPT-OSS-120B,ntx3-000232-3,True,,False,False,False
GPT-OSS-120B,ntx3-001670-0,True,,False,False,False
GPT-OSS-120B,ntx3-001670-1,True,,False,False,False
GPT-OSS-120B,ntx3-001670-2,True,,False,False,False
GPT-OSS-120B,ntx3-001670-3,True,,False,False,False
GPT-OSS-120B,ntx3-000600-0,True,,False,False,False
GPT-OSS-120B,ntx3-000600-1,True,,False,False,False
GPT-OSS-120B,ntx3-000600-2,True,,False,False,False
GPT-OSS-120B,ntx3-000600-3,True,,False,False,False
GPT-OSS-120B,ntx3-000464-0,True,,False,False,False
GPT-OSS-120B,ntx3-000464-1,True,,False,False,False
GPT-OSS-120B,ntx3-000464-2,True,,False,False,False
GPT-OSS-120B,ntx3-000464-3,True,,False,False,False
GPT-OSS-120B,ntx3-002211-0,True,,False,False,False
GPT-OSS-120B,ntx3-002211-1,True,,False,False,False
GPT-OSS-120B,ntx3-002211-2,True,,False,False,False
GPT-OSS-120B,ntx3-002211-3,True,,False,False,False
GPT-OSS-120B,ntx3-001936-0,True,,False,False,False
GPT-OSS-120B,ntx3-001936-1,True,,False,False,False
GPT-OSS-120B,ntx3-001936-2,True,,False,False,False
GPT-OSS-120B,ntx3-001936-3,True,,False,False,False
GPT-OSS-120B,ntx3-002037-0,True,,False,False,False
GPT-OSS-120B,ntx3-002037-1,True,,False,False,False
GPT-OSS-120B,ntx3-002037-2,True,,False,False,False
GPT-OSS-120B,ntx3-002037-3,True,,False,False,False
GPT-OSS-120B,ntx3-000410-0,True,,False,False,False
GPT-OSS-120B,ntx3-000410-1,True,,False,False,False
GPT-OSS-120B,ntx3-000410-2,True,,False,False,False
GPT-OSS-120B,ntx3-000410-3,True,,False,False,False
GPT-OSS-120B,ntx3-001652-0,True,,False,False,False
GPT-OSS-120B,ntx3-001652-1,True,,False,False,False
GPT-OSS-120B,ntx3-001652-2,True,,False,False,False
GPT-OSS-120B,ntx3-001652-3,True,,False,False,False
GPT-OSS-120B,ntx3-000721-0,True,,False,False,False
GPT-OSS-120B,ntx3-000721-1,True,,False,False,False
GPT-OSS-120B,ntx3-000721-2,True,,False,False,False
GPT-OSS-120B,ntx3-000721-3,True,,False,False,False
GPT-OSS-120B,ntx3-002206-0,True,,False,False,False
GPT-OSS-120B,ntx3-002206-1,True,,False,False,False
GPT-OSS-120B,ntx3-002206-2,True,,False,False,False
GPT-OSS-120B,ntx3-002206-3,True,,False,False,False
GPT-OSS-120B,ntx3-002224-0,True,,False,False,False
GPT-OSS-120B,ntx3-002224-1,True,,False,False,False
GPT-OSS-120B,ntx3-002224-2,True,,False,False,False
GPT-OSS-120B,ntx3-002224-3,True,,False,False,False
GPT-OSS-120B,ntx3-000349-0,True,,False,False,False
GPT-OSS-120B,ntx3-000349-1,True,,False,False,False
GPT-OSS-120B,ntx3-000349-2,True,,False,False,False
GPT-OSS-120B,ntx3-000349-3,True,,False,False,False
GPT-OSS-120B,ntx3-000539-0,True,,False,False,False
GPT-OSS-120B,ntx3-000539-1,True,,False,False,False
GPT-OSS-120B,ntx3-000539-2,True,,False,False,False
GPT-OSS-120B,ntx3-000539-3,True,,False,False,False
GPT-OSS-120B,ntx3-001968-0,True,,False,False,False
GPT-OSS-120B,ntx3-001968-1,True,,False,False,False
GPT-OSS-120B,ntx3-001968-2,True,,False,False,False
GPT-OSS-120B,ntx3-001968-3,True,,False,False,False
GPT-OSS-120B,ntx3-001889-0,True,,False,False,False
GPT-OSS-120B,ntx3-001889-1,True,,False,False,False
GPT-OSS-120B,ntx3-001889-2,True,,False,False,False
GPT-OSS-120B,ntx3-001889-3,True,,False,False,False
GPT-OSS-120B,ntx3-001838-0,True,,False,False,False
GPT-OSS-120B,ntx3-001838-1,True,,False,False,False
GPT-OSS-120B,ntx3-001838-2,True,,False,False,False
GPT-OSS-120B,ntx3-001838-3,True,,False,False,False
GPT-OSS-120B,ntx3-001904-0,True,,False,False,False
GPT-OSS-120B,ntx3-001904-1,True,,False,False,False
GPT-OSS-120B,ntx3-001904-2,True,,False,False,False
GPT-OSS-120B,ntx3-001904-3,True,,False,False,False
GPT-OSS-120B,ntx3-000315-0,True,,False,False,False
GPT-OSS-120B,ntx3-000315-1,True,,False,False,False
GPT-OSS-120B,ntx3-000315-2,True,,False,False,False
GPT-OSS-120B,ntx3-000315-3,True,,False,False,False
GPT-OSS-120B,ntx3-002270-0,True,,False,False,False
GPT-OSS-120B,ntx3-002270-1,True,,False,False,False
GPT-OSS-120B,ntx3-002270-2,True,,False,False,False
GPT-OSS-120B,ntx3-002270-3,True,,False,False,False
GPT-OSS-120B,ntx3-002439-0,True,,False,False,False
GPT-OSS-120B,ntx3-002439-1,True,,False,False,False
GPT-OSS-120B,ntx3-002439-2,True,,False,False,False
GPT-OSS-120B,ntx3-002439-3,True,,False,False,False
GPT-OSS-120B,ntx3-001645-0,True,,False,False,False
GPT-OSS-120B,ntx3-001645-1,True,,False,False,False
GPT-OSS-120B,ntx3-001645-2,True,,False,False,False
GPT-OSS-120B,ntx3-001645-3,True,,False,False,False
GPT-OSS-120B,ntx3-001221-0,True,,False,False,False
GPT-OSS-120B,ntx3-001221-1,True,,False,False,False
GPT-OSS-120B,ntx3-001221-2,True,,False,False,False
GPT-OSS-120B,ntx3-001221-3,True,,False,False,False
GPT-OSS-120B,ntx3-000337-0,True,,False,False,False
GPT-OSS-120B,ntx3-000337-1,True,,False,False,False
GPT-OSS-120B,ntx3-000337-2,True,,False,False,False
GPT-OSS-120B,ntx3-000337-3,True,,False,False,False
GPT-OSS-120B,ntx3-002402-0,True,,False,False,False
GPT-OSS-120B,ntx3-002402-1,True,,False,False,False
GPT-OSS-120B,ntx3-002402-2,True,,False,False,False
GPT-OSS-120B,ntx3-002402-3,True,,False,False,False
GPT-OSS-120B,ntx3-000901-0,True,,False,False,False
GPT-OSS-120B,ntx3-000901-1,True,,False,False,False
GPT-OSS-120B,ntx3-000901-2,True,,False,False,False
GPT-OSS-120B,ntx3-000901-3,True,,False,False,False
GPT-OSS-120B,ntx3-000230-0,True,,False,False,False
GPT-OSS-120B,ntx3-000230-1,True,,False,False,False
GPT-OSS-120B,ntx3-000230-2,True,,False,False,False
GPT-OSS-120B,ntx3-000230-3,True,,False,False,False
GPT-OSS-120B,ntx3-001188-0,True,,False,False,False
GPT-OSS-120B,ntx3-001188-1,True,,True,True,False
GPT-OSS-120B,ntx3-001188-2,True,,False,False,False
GPT-OSS-120B,ntx3-001188-3,True,,False,False,False
GPT-OSS-120B,ntx3-000954-0,True,,False,False,False
GPT-OSS-120B,ntx3-000954-1,True,,False,False,False
GPT-OSS-120B,ntx3-000954-2,True,,False,False,False
GPT-OSS-120B,ntx3-000954-3,True,,False,False,False
GPT-OSS-120B,ntx3-000304-0,True,,False,False,False
GPT-OSS-120B,ntx3-000304-1,True,,False,False,False
GPT-OSS-120B,ntx3-000304-2,True,,False,False,False
GPT-OSS-120B,ntx3-000304-3,True,,False,False,False
GPT-OSS-120B,ntx3-001732-0,True,,False,False,False
GPT-OSS-120B,ntx3-001732-1,True,,False,False,False
GPT-OSS-120B,ntx3-001732-2,True,,False,False,False
GPT-OSS-120B,ntx3-001732-3,True,,False,False,False
GPT-OSS-120B,ntx3-001125-0,True,,False,False,False
GPT-OSS-120B,ntx3-001125-1,True,,False,False,False
GPT-OSS-120B,ntx3-001125-2,True,,False,False,False
GPT-OSS-120B,ntx3-001125-3,True,,False,False,False
GPT-OSS-120B,ntx3-002081-0,True,,False,False,False
GPT-OSS-120B,ntx3-002081-1,True,,False,False,False
GPT-OSS-120B,ntx3-002081-2,True,,False,False,False
GPT-OSS-120B,ntx3-002081-3,True,,False,False,False
GPT-OSS-120B,ntx3-001787-0,True,,False,False,False
GPT-OSS-120B,ntx3-001787-1,True,,False,False,False
GPT-OSS-120B,ntx3-001787-2,True,,False,False,False
GPT-OSS-120B,ntx3-001787-3,True,,False,False,False
GPT-OSS-120B,ntx3-000602-0,True,,False,False,False
GPT-OSS-120B,ntx3-000602-1,True,,False,False,False
GPT-OSS-120B,ntx3-000602-2,True,,False,False,False
GPT-OSS-120B,ntx3-000602-3,True,,False,False,False
GPT-OSS-120B,ntx3-001685-0,True,,False,False,False
GPT-OSS-120B,ntx3-001685-1,True,,False,False,False
GPT-OSS-120B,ntx3-001685-2,True,,False,False,False
GPT-OSS-120B,ntx3-001685-3,True,,False,False,False
