case_id,group_id,language,relation,expected_block,predicted_block,violations,correct
tel_Latn-0035-NEGATION_DROP,tel_Latn-0035,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0035-QUANTIFIER_DROP,tel_Latn-0035,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0035-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0035,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0036-CLEAN,tel_Latn-0036,tel_Latn,CLEAN,False,False,,True
tel_Latn-0036-ENTITY_SHIFT,tel_Latn-0036,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0036-TEMPORAL_SHIFT,tel_Latn-0036,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0036-VALUE_SHIFT,tel_Latn-0036,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0036-NEGATION_DROP,tel_Latn-0036,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0036-QUANTIFIER_DROP,tel_Latn-0036,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0036-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0036,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0037-CLEAN,tel_Latn-0037,tel_Latn,CLEAN,False,False,,True
tel_Latn-0037-ENTITY_SHIFT,tel_Latn-0037,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0037-TEMPORAL_SHIFT,tel_Latn-0037,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0037-VALUE_SHIFT,tel_Latn-0037,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0037-NEGATION_DROP,tel_Latn-0037,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0037-QUANTIFIER_DROP,tel_Latn-0037,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0037-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0037,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0038-CLEAN,tel_Latn-0038,tel_Latn,CLEAN,False,False,,True
tel_Latn-0038-ENTITY_SHIFT,tel_Latn-0038,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0038-TEMPORAL_SHIFT,tel_Latn-0038,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0038-VALUE_SHIFT,tel_Latn-0038,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0038-NEGATION_DROP,tel_Latn-0038,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0038-QUANTIFIER_DROP,tel_Latn-0038,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0038-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0038,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0039-CLEAN,tel_Latn-0039,tel_Latn,CLEAN,False,False,,True
tel_Latn-0039-ENTITY_SHIFT,tel_Latn-0039,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0039-TEMPORAL_SHIFT,tel_Latn-0039,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0039-VALUE_SHIFT,tel_Latn-0039,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0039-NEGATION_DROP,tel_Latn-0039,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0039-QUANTIFIER_DROP,tel_Latn-0039,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0039-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0039,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0040-CLEAN,tel_Latn-0040,tel_Latn,CLEAN,False,False,,True
tel_Latn-0040-ENTITY_SHIFT,tel_Latn-0040,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0040-TEMPORAL_SHIFT,tel_Latn-0040,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0040-VALUE_SHIFT,tel_Latn-0040,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0040-NEGATION_DROP,tel_Latn-0040,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0040-QUANTIFIER_DROP,tel_Latn-0040,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0040-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0040,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0041-CLEAN,tel_Latn-0041,tel_Latn,CLEAN,False,False,,True
tel_Latn-0041-ENTITY_SHIFT,tel_Latn-0041,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0041-TEMPORAL_SHIFT,tel_Latn-0041,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0041-VALUE_SHIFT,tel_Latn-0041,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0041-NEGATION_DROP,tel_Latn-0041,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0041-QUANTIFIER_DROP,tel_Latn-0041,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0041-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0041,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0042-CLEAN,tel_Latn-0042,tel_Latn,CLEAN,False,False,,True
tel_Latn-0042-ENTITY_SHIFT,tel_Latn-0042,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0042-TEMPORAL_SHIFT,tel_Latn-0042,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0042-VALUE_SHIFT,tel_Latn-0042,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0042-NEGATION_DROP,tel_Latn-0042,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0042-QUANTIFIER_DROP,tel_Latn-0042,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0042-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0042,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0043-CLEAN,tel_Latn-0043,tel_Latn,CLEAN,False,False,,True
tel_Latn-0043-ENTITY_SHIFT,tel_Latn-0043,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0043-TEMPORAL_SHIFT,tel_Latn-0043,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0043-VALUE_SHIFT,tel_Latn-0043,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0043-NEGATION_DROP,tel_Latn-0043,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0043-QUANTIFIER_DROP,tel_Latn-0043,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0043-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0043,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0044-CLEAN,tel_Latn-0044,tel_Latn,CLEAN,False,False,,True
tel_Latn-0044-ENTITY_SHIFT,tel_Latn-0044,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0044-TEMPORAL_SHIFT,tel_Latn-0044,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0044-VALUE_SHIFT,tel_Latn-0044,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0044-NEGATION_DROP,tel_Latn-0044,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0044-QUANTIFIER_DROP,tel_Latn-0044,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0044-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0044,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0045-CLEAN,tel_Latn-0045,tel_Latn,CLEAN,False,False,,True
tel_Latn-0045-ENTITY_SHIFT,tel_Latn-0045,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0045-TEMPORAL_SHIFT,tel_Latn-0045,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0045-VALUE_SHIFT,tel_Latn-0045,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0045-NEGATION_DROP,tel_Latn-0045,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0045-QUANTIFIER_DROP,tel_Latn-0045,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0045-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0045,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0046-CLEAN,tel_Latn-0046,tel_Latn,CLEAN,False,False,,True
tel_Latn-0046-ENTITY_SHIFT,tel_Latn-0046,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0046-TEMPORAL_SHIFT,tel_Latn-0046,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0046-VALUE_SHIFT,tel_Latn-0046,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0046-NEGATION_DROP,tel_Latn-0046,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0046-QUANTIFIER_DROP,tel_Latn-0046,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0046-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0046,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0047-CLEAN,tel_Latn-0047,tel_Latn,CLEAN,False,False,,True
tel_Latn-0047-ENTITY_SHIFT,tel_Latn-0047,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0047-TEMPORAL_SHIFT,tel_Latn-0047,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0047-VALUE_SHIFT,tel_Latn-0047,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0047-NEGATION_DROP,tel_Latn-0047,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0047-QUANTIFIER_DROP,tel_Latn-0047,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0047-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0047,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0048-CLEAN,tel_Latn-0048,tel_Latn,CLEAN,False,False,,True
tel_Latn-0048-ENTITY_SHIFT,tel_Latn-0048,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0048-TEMPORAL_SHIFT,tel_Latn-0048,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0048-VALUE_SHIFT,tel_Latn-0048,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0048-NEGATION_DROP,tel_Latn-0048,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0048-QUANTIFIER_DROP,tel_Latn-0048,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0048-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0048,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0049-CLEAN,tel_Latn-0049,tel_Latn,CLEAN,False,False,,True
tel_Latn-0049-ENTITY_SHIFT,tel_Latn-0049,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0049-TEMPORAL_SHIFT,tel_Latn-0049,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0049-VALUE_SHIFT,tel_Latn-0049,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0049-NEGATION_DROP,tel_Latn-0049,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0049-QUANTIFIER_DROP,tel_Latn-0049,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0049-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0049,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0050-CLEAN,tel_Latn-0050,tel_Latn,CLEAN,False,False,,True
tel_Latn-0050-ENTITY_SHIFT,tel_Latn-0050,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0050-TEMPORAL_SHIFT,tel_Latn-0050,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0050-VALUE_SHIFT,tel_Latn-0050,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0050-NEGATION_DROP,tel_Latn-0050,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0050-QUANTIFIER_DROP,tel_Latn-0050,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0050-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0050,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0051-CLEAN,tel_Latn-0051,tel_Latn,CLEAN,False,False,,True
tel_Latn-0051-ENTITY_SHIFT,tel_Latn-0051,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0051-TEMPORAL_SHIFT,tel_Latn-0051,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0051-VALUE_SHIFT,tel_Latn-0051,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0051-NEGATION_DROP,tel_Latn-0051,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0051-QUANTIFIER_DROP,tel_Latn-0051,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0051-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0051,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0052-CLEAN,tel_Latn-0052,tel_Latn,CLEAN,False,False,,True
tel_Latn-0052-ENTITY_SHIFT,tel_Latn-0052,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0052-TEMPORAL_SHIFT,tel_Latn-0052,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0052-VALUE_SHIFT,tel_Latn-0052,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0052-NEGATION_DROP,tel_Latn-0052,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0052-QUANTIFIER_DROP,tel_Latn-0052,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0052-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0052,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0053-CLEAN,tel_Latn-0053,tel_Latn,CLEAN,False,False,,True
tel_Latn-0053-ENTITY_SHIFT,tel_Latn-0053,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0053-TEMPORAL_SHIFT,tel_Latn-0053,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0053-VALUE_SHIFT,tel_Latn-0053,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0053-NEGATION_DROP,tel_Latn-0053,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0053-QUANTIFIER_DROP,tel_Latn-0053,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0053-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0053,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0054-CLEAN,tel_Latn-0054,tel_Latn,CLEAN,False,False,,True
tel_Latn-0054-ENTITY_SHIFT,tel_Latn-0054,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0054-TEMPORAL_SHIFT,tel_Latn-0054,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0054-VALUE_SHIFT,tel_Latn-0054,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0054-NEGATION_DROP,tel_Latn-0054,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0054-QUANTIFIER_DROP,tel_Latn-0054,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0054-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0054,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0055-CLEAN,tel_Latn-0055,tel_Latn,CLEAN,False,False,,True
tel_Latn-0055-ENTITY_SHIFT,tel_Latn-0055,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0055-TEMPORAL_SHIFT,tel_Latn-0055,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0055-VALUE_SHIFT,tel_Latn-0055,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0055-NEGATION_DROP,tel_Latn-0055,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0055-QUANTIFIER_DROP,tel_Latn-0055,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0055-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0055,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0056-CLEAN,tel_Latn-0056,tel_Latn,CLEAN,False,False,,True
tel_Latn-0056-ENTITY_SHIFT,tel_Latn-0056,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0056-TEMPORAL_SHIFT,tel_Latn-0056,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0056-VALUE_SHIFT,tel_Latn-0056,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0056-NEGATION_DROP,tel_Latn-0056,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0056-QUANTIFIER_DROP,tel_Latn-0056,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0056-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0056,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0057-CLEAN,tel_Latn-0057,tel_Latn,CLEAN,False,False,,True
tel_Latn-0057-ENTITY_SHIFT,tel_Latn-0057,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0057-TEMPORAL_SHIFT,tel_Latn-0057,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0057-VALUE_SHIFT,tel_Latn-0057,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0057-NEGATION_DROP,tel_Latn-0057,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0057-QUANTIFIER_DROP,tel_Latn-0057,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0057-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0057,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0058-CLEAN,tel_Latn-0058,tel_Latn,CLEAN,False,False,,True
tel_Latn-0058-ENTITY_SHIFT,tel_Latn-0058,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0058-TEMPORAL_SHIFT,tel_Latn-0058,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0058-VALUE_SHIFT,tel_Latn-0058,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0058-NEGATION_DROP,tel_Latn-0058,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0058-QUANTIFIER_DROP,tel_Latn-0058,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0058-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0058,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0059-CLEAN,tel_Latn-0059,tel_Latn,CLEAN,False,False,,True
tel_Latn-0059-ENTITY_SHIFT,tel_Latn-0059,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0059-TEMPORAL_SHIFT,tel_Latn-0059,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0059-VALUE_SHIFT,tel_Latn-0059,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0059-NEGATION_DROP,tel_Latn-0059,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0059-QUANTIFIER_DROP,tel_Latn-0059,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0059-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0059,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0060-CLEAN,tel_Latn-0060,tel_Latn,CLEAN,False,False,,True
tel_Latn-0060-ENTITY_SHIFT,tel_Latn-0060,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0060-TEMPORAL_SHIFT,tel_Latn-0060,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0060-VALUE_SHIFT,tel_Latn-0060,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0060-NEGATION_DROP,tel_Latn-0060,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0060-QUANTIFIER_DROP,tel_Latn-0060,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0060-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0060,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0061-CLEAN,tel_Latn-0061,tel_Latn,CLEAN,False,False,,True
tel_Latn-0061-ENTITY_SHIFT,tel_Latn-0061,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0061-TEMPORAL_SHIFT,tel_Latn-0061,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0061-VALUE_SHIFT,tel_Latn-0061,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0061-NEGATION_DROP,tel_Latn-0061,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0061-QUANTIFIER_DROP,tel_Latn-0061,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0061-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0061,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0062-CLEAN,tel_Latn-0062,tel_Latn,CLEAN,False,False,,True
tel_Latn-0062-ENTITY_SHIFT,tel_Latn-0062,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0062-TEMPORAL_SHIFT,tel_Latn-0062,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0062-VALUE_SHIFT,tel_Latn-0062,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0062-NEGATION_DROP,tel_Latn-0062,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0062-QUANTIFIER_DROP,tel_Latn-0062,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0062-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0062,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0063-CLEAN,tel_Latn-0063,tel_Latn,CLEAN,False,False,,True
tel_Latn-0063-ENTITY_SHIFT,tel_Latn-0063,tel_Latn,ENTITY_SHIFT,True,True,VENDOR_ID_DRIFT,True
tel_Latn-0063-TEMPORAL_SHIFT,tel_Latn-0063,tel_Latn,TEMPORAL_SHIFT,True,True,MONTH_DRIFT,True
tel_Latn-0063-VALUE_SHIFT,tel_Latn-0063,tel_Latn,VALUE_SHIFT,True,True,AMOUNT_DRIFT,True
tel_Latn-0063-NEGATION_DROP,tel_Latn-0063,tel_Latn,NEGATION_DROP,True,True,NEGATION_DROP,True
tel_Latn-0063-QUANTIFIER_DROP,tel_Latn-0063,tel_Latn,QUANTIFIER_DROP,True,True,QUANTIFIER_DRIFT,True
tel_Latn-0063-HALLUCINATED_CRITICAL_SLOT,tel_Latn-0063,tel_Latn,HALLUCINATED_CRITICAL_SLOT,True,True,HALLUCINATED_RECIPIENT,True
tel_Latn-0064-CLEAN,tel_Latn-0064,tel_Latn,CLEAN,False,False,,True
