case_id,group_id,language,relation,raw_text,gold_contract,candidate_contract,expected_block
hin_Latn-0471-TEMPORAL_SHIFT,hin_Latn-0471,hin_Latn,TEMPORAL_SHIFT,Vendor 8492 ke 3/2024 ke INR 50000 wale sabhi invoices mat archive karo.,"{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 8492, ""YEAR"": 2024}","{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 4, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 8492, ""YEAR"": 2024}",True
hin_Latn-0471-VALUE_SHIFT,hin_Latn-0471,hin_Latn,VALUE_SHIFT,Vendor 8492 ke 3/2024 ke INR 50000 wale sabhi invoices mat archive karo.,"{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 8492, ""YEAR"": 2024}","{""AMOUNT"": 50500, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 8492, ""YEAR"": 2024}",True
hin_Latn-0471-NEGATION_DROP,hin_Latn-0471,hin_Latn,NEGATION_DROP,Vendor 8492 ke 3/2024 ke INR 50000 wale sabhi invoices mat archive karo.,"{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 8492, ""YEAR"": 2024}","{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": false, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 8492, ""YEAR"": 2024}",True
hin_Latn-0471-QUANTIFIER_DROP,hin_Latn-0471,hin_Latn,QUANTIFIER_DROP,Vendor 8492 ke 3/2024 ke INR 50000 wale sabhi invoices mat archive karo.,"{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 8492, ""YEAR"": 2024}","{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": true, ""QUANTIFIER"": ""MATCHING"", ""VENDOR_ID"": 8492, ""YEAR"": 2024}",True
hin_Latn-0471-HALLUCINATED_CRITICAL_SLOT,hin_Latn-0471,hin_Latn,HALLUCINATED_CRITICAL_SLOT,Vendor 8492 ke 3/2024 ke INR 50000 wale sabhi invoices mat archive karo.,"{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 8492, ""YEAR"": 2024}","{""AMOUNT"": 50000, ""CURRENCY"": ""INR"", ""MONTH"": 3, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""RECIPIENT_ID"": ""R979"", ""VENDOR_ID"": 8492, ""YEAR"": 2024}",True
hin_Latn-0472-CLEAN,hin_Latn-0472,hin_Latn,CLEAN,Vendor 3995 ke 7/2024 ke INR 10000 wale sirf invoices mat archive karo.,"{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 7, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3995, ""YEAR"": 2024}","{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 7, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3995, ""YEAR"": 2024}",False
hin_Latn-0472-ENTITY_SHIFT,hin_Latn-0472,hin_Latn,ENTITY_SHIFT,Vendor 3995 ke 7/2024 ke INR 10000 wale sirf invoices mat archive karo.,"{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 7, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3995, ""YEAR"": 2024}","{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 7, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3996, ""YEAR"": 2024}",True
hin_Latn-0472-TEMPORAL_SHIFT,hin_Latn-0472,hin_Latn,TEMPORAL_SHIFT,Vendor 3995 ke 7/2024 ke INR 10000 wale sirf invoices mat archive karo.,"{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 7, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3995, ""YEAR"": 2024}","{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3995, ""YEAR"": 2024}",True
hin_Latn-0472-VALUE_SHIFT,hin_Latn-0472,hin_Latn,VALUE_SHIFT,Vendor 3995 ke 7/2024 ke INR 10000 wale sirf invoices mat archive karo.,"{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 7, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3995, ""YEAR"": 2024}","{""AMOUNT"": 11000, ""CURRENCY"": ""INR"", ""MONTH"": 7, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3995, ""YEAR"": 2024}",True
hin_Latn-0472-NEGATION_DROP,hin_Latn-0472,hin_Latn,NEGATION_DROP,Vendor 3995 ke 7/2024 ke INR 10000 wale sirf invoices mat archive karo.,"{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 7, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3995, ""YEAR"": 2024}","{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 7, ""NEGATED"": false, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3995, ""YEAR"": 2024}",True
hin_Latn-0472-QUANTIFIER_DROP,hin_Latn-0472,hin_Latn,QUANTIFIER_DROP,Vendor 3995 ke 7/2024 ke INR 10000 wale sirf invoices mat archive karo.,"{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 7, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3995, ""YEAR"": 2024}","{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 7, ""NEGATED"": true, ""QUANTIFIER"": ""MATCHING"", ""VENDOR_ID"": 3995, ""YEAR"": 2024}",True
hin_Latn-0472-HALLUCINATED_CRITICAL_SLOT,hin_Latn-0472,hin_Latn,HALLUCINATED_CRITICAL_SLOT,Vendor 3995 ke 7/2024 ke INR 10000 wale sirf invoices mat archive karo.,"{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 7, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 3995, ""YEAR"": 2024}","{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 7, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""RECIPIENT_ID"": ""R612"", ""VENDOR_ID"": 3995, ""YEAR"": 2024}",True
hin_Latn-0473-CLEAN,hin_Latn-0473,hin_Latn,CLEAN,Vendor 4668 ke 11/2025 ke INR 7500 wale sirf invoices mat archive karo.,"{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4668, ""YEAR"": 2025}","{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4668, ""YEAR"": 2025}",False
hin_Latn-0473-ENTITY_SHIFT,hin_Latn-0473,hin_Latn,ENTITY_SHIFT,Vendor 4668 ke 11/2025 ke INR 7500 wale sirf invoices mat archive karo.,"{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4668, ""YEAR"": 2025}","{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4769, ""YEAR"": 2025}",True
hin_Latn-0473-TEMPORAL_SHIFT,hin_Latn-0473,hin_Latn,TEMPORAL_SHIFT,Vendor 4668 ke 11/2025 ke INR 7500 wale sirf invoices mat archive karo.,"{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4668, ""YEAR"": 2025}","{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 12, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4668, ""YEAR"": 2025}",True
hin_Latn-0473-VALUE_SHIFT,hin_Latn-0473,hin_Latn,VALUE_SHIFT,Vendor 4668 ke 11/2025 ke INR 7500 wale sirf invoices mat archive karo.,"{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4668, ""YEAR"": 2025}","{""AMOUNT"": 8500, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4668, ""YEAR"": 2025}",True
hin_Latn-0473-NEGATION_DROP,hin_Latn-0473,hin_Latn,NEGATION_DROP,Vendor 4668 ke 11/2025 ke INR 7500 wale sirf invoices mat archive karo.,"{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4668, ""YEAR"": 2025}","{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": false, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4668, ""YEAR"": 2025}",True
hin_Latn-0473-QUANTIFIER_DROP,hin_Latn-0473,hin_Latn,QUANTIFIER_DROP,Vendor 4668 ke 11/2025 ke INR 7500 wale sirf invoices mat archive karo.,"{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4668, ""YEAR"": 2025}","{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""MATCHING"", ""VENDOR_ID"": 4668, ""YEAR"": 2025}",True
hin_Latn-0473-HALLUCINATED_CRITICAL_SLOT,hin_Latn-0473,hin_Latn,HALLUCINATED_CRITICAL_SLOT,Vendor 4668 ke 11/2025 ke INR 7500 wale sirf invoices mat archive karo.,"{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 4668, ""YEAR"": 2025}","{""AMOUNT"": 7500, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""RECIPIENT_ID"": ""R322"", ""VENDOR_ID"": 4668, ""YEAR"": 2025}",True
hin_Latn-0474-CLEAN,hin_Latn-0474,hin_Latn,CLEAN,Vendor 2250 ke 9/2025 ke INR 100000 wale sabhi invoices mat archive karo.,"{""AMOUNT"": 100000, ""CURRENCY"": ""INR"", ""MONTH"": 9, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 2250, ""YEAR"": 2025}","{""AMOUNT"": 100000, ""CURRENCY"": ""INR"", ""MONTH"": 9, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 2250, ""YEAR"": 2025}",False
hin_Latn-0474-ENTITY_SHIFT,hin_Latn-0474,hin_Latn,ENTITY_SHIFT,Vendor 2250 ke 9/2025 ke INR 100000 wale sabhi invoices mat archive karo.,"{""AMOUNT"": 100000, ""CURRENCY"": ""INR"", ""MONTH"": 9, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 2250, ""YEAR"": 2025}","{""AMOUNT"": 100000, ""CURRENCY"": ""INR"", ""MONTH"": 9, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 2257, ""YEAR"": 2025}",True
hin_Latn-0474-TEMPORAL_SHIFT,hin_Latn-0474,hin_Latn,TEMPORAL_SHIFT,Vendor 2250 ke 9/2025 ke INR 100000 wale sabhi invoices mat archive karo.,"{""AMOUNT"": 100000, ""CURRENCY"": ""INR"", ""MONTH"": 9, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 2250, ""YEAR"": 2025}","{""AMOUNT"": 100000, ""CURRENCY"": ""INR"", ""MONTH"": 10, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 2250, ""YEAR"": 2025}",True
hin_Latn-0474-VALUE_SHIFT,hin_Latn-0474,hin_Latn,VALUE_SHIFT,Vendor 2250 ke 9/2025 ke INR 100000 wale sabhi invoices mat archive karo.,"{""AMOUNT"": 100000, ""CURRENCY"": ""INR"", ""MONTH"": 9, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 2250, ""YEAR"": 2025}","{""AMOUNT"": 105000, ""CURRENCY"": ""INR"", ""MONTH"": 9, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 2250, ""YEAR"": 2025}",True
hin_Latn-0474-NEGATION_DROP,hin_Latn-0474,hin_Latn,NEGATION_DROP,Vendor 2250 ke 9/2025 ke INR 100000 wale sabhi invoices mat archive karo.,"{""AMOUNT"": 100000, ""CURRENCY"": ""INR"", ""MONTH"": 9, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 2250, ""YEAR"": 2025}","{""AMOUNT"": 100000, ""CURRENCY"": ""INR"", ""MONTH"": 9, ""NEGATED"": false, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 2250, ""YEAR"": 2025}",True
hin_Latn-0474-QUANTIFIER_DROP,hin_Latn-0474,hin_Latn,QUANTIFIER_DROP,Vendor 2250 ke 9/2025 ke INR 100000 wale sabhi invoices mat archive karo.,"{""AMOUNT"": 100000, ""CURRENCY"": ""INR"", ""MONTH"": 9, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 2250, ""YEAR"": 2025}","{""AMOUNT"": 100000, ""CURRENCY"": ""INR"", ""MONTH"": 9, ""NEGATED"": true, ""QUANTIFIER"": ""MATCHING"", ""VENDOR_ID"": 2250, ""YEAR"": 2025}",True
hin_Latn-0474-HALLUCINATED_CRITICAL_SLOT,hin_Latn-0474,hin_Latn,HALLUCINATED_CRITICAL_SLOT,Vendor 2250 ke 9/2025 ke INR 100000 wale sabhi invoices mat archive karo.,"{""AMOUNT"": 100000, ""CURRENCY"": ""INR"", ""MONTH"": 9, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 2250, ""YEAR"": 2025}","{""AMOUNT"": 100000, ""CURRENCY"": ""INR"", ""MONTH"": 9, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""RECIPIENT_ID"": ""R813"", ""VENDOR_ID"": 2250, ""YEAR"": 2025}",True
hin_Latn-0475-CLEAN,hin_Latn-0475,hin_Latn,CLEAN,Vendor 8573 ke 5/2025 ke INR 5000 wale sirf invoices mat archive karo.,"{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8573, ""YEAR"": 2025}","{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8573, ""YEAR"": 2025}",False
hin_Latn-0475-ENTITY_SHIFT,hin_Latn-0475,hin_Latn,ENTITY_SHIFT,Vendor 8573 ke 5/2025 ke INR 5000 wale sirf invoices mat archive karo.,"{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8573, ""YEAR"": 2025}","{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8580, ""YEAR"": 2025}",True
hin_Latn-0475-TEMPORAL_SHIFT,hin_Latn-0475,hin_Latn,TEMPORAL_SHIFT,Vendor 8573 ke 5/2025 ke INR 5000 wale sirf invoices mat archive karo.,"{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8573, ""YEAR"": 2025}","{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 6, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8573, ""YEAR"": 2025}",True
hin_Latn-0475-VALUE_SHIFT,hin_Latn-0475,hin_Latn,VALUE_SHIFT,Vendor 8573 ke 5/2025 ke INR 5000 wale sirf invoices mat archive karo.,"{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8573, ""YEAR"": 2025}","{""AMOUNT"": 6000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8573, ""YEAR"": 2025}",True
hin_Latn-0475-NEGATION_DROP,hin_Latn-0475,hin_Latn,NEGATION_DROP,Vendor 8573 ke 5/2025 ke INR 5000 wale sirf invoices mat archive karo.,"{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8573, ""YEAR"": 2025}","{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": false, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8573, ""YEAR"": 2025}",True
hin_Latn-0475-QUANTIFIER_DROP,hin_Latn-0475,hin_Latn,QUANTIFIER_DROP,Vendor 8573 ke 5/2025 ke INR 5000 wale sirf invoices mat archive karo.,"{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8573, ""YEAR"": 2025}","{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""MATCHING"", ""VENDOR_ID"": 8573, ""YEAR"": 2025}",True
hin_Latn-0475-HALLUCINATED_CRITICAL_SLOT,hin_Latn-0475,hin_Latn,HALLUCINATED_CRITICAL_SLOT,Vendor 8573 ke 5/2025 ke INR 5000 wale sirf invoices mat archive karo.,"{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8573, ""YEAR"": 2025}","{""AMOUNT"": 5000, ""CURRENCY"": ""INR"", ""MONTH"": 5, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""RECIPIENT_ID"": ""R806"", ""VENDOR_ID"": 8573, ""YEAR"": 2025}",True
hin_Latn-0476-CLEAN,hin_Latn-0476,hin_Latn,CLEAN,Vendor 8700 ke 11/2024 ke INR 10000 wale sirf invoices mat archive karo.,"{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8700, ""YEAR"": 2024}","{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8700, ""YEAR"": 2024}",False
hin_Latn-0476-ENTITY_SHIFT,hin_Latn-0476,hin_Latn,ENTITY_SHIFT,Vendor 8700 ke 11/2024 ke INR 10000 wale sirf invoices mat archive karo.,"{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8700, ""YEAR"": 2024}","{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8701, ""YEAR"": 2024}",True
hin_Latn-0476-TEMPORAL_SHIFT,hin_Latn-0476,hin_Latn,TEMPORAL_SHIFT,Vendor 8700 ke 11/2024 ke INR 10000 wale sirf invoices mat archive karo.,"{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8700, ""YEAR"": 2024}","{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 12, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8700, ""YEAR"": 2024}",True
hin_Latn-0476-VALUE_SHIFT,hin_Latn-0476,hin_Latn,VALUE_SHIFT,Vendor 8700 ke 11/2024 ke INR 10000 wale sirf invoices mat archive karo.,"{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8700, ""YEAR"": 2024}","{""AMOUNT"": 15000, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8700, ""YEAR"": 2024}",True
hin_Latn-0476-NEGATION_DROP,hin_Latn-0476,hin_Latn,NEGATION_DROP,Vendor 8700 ke 11/2024 ke INR 10000 wale sirf invoices mat archive karo.,"{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8700, ""YEAR"": 2024}","{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": false, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8700, ""YEAR"": 2024}",True
hin_Latn-0476-QUANTIFIER_DROP,hin_Latn-0476,hin_Latn,QUANTIFIER_DROP,Vendor 8700 ke 11/2024 ke INR 10000 wale sirf invoices mat archive karo.,"{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8700, ""YEAR"": 2024}","{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""MATCHING"", ""VENDOR_ID"": 8700, ""YEAR"": 2024}",True
hin_Latn-0476-HALLUCINATED_CRITICAL_SLOT,hin_Latn-0476,hin_Latn,HALLUCINATED_CRITICAL_SLOT,Vendor 8700 ke 11/2024 ke INR 10000 wale sirf invoices mat archive karo.,"{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""VENDOR_ID"": 8700, ""YEAR"": 2024}","{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 11, ""NEGATED"": true, ""QUANTIFIER"": ""ONLY"", ""RECIPIENT_ID"": ""R381"", ""VENDOR_ID"": 8700, ""YEAR"": 2024}",True
hin_Latn-0477-CLEAN,hin_Latn-0477,hin_Latn,CLEAN,Vendor 4505 ke 8/2024 ke INR 10000 wale sabhi invoices mat archive karo.,"{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4505, ""YEAR"": 2024}","{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4505, ""YEAR"": 2024}",False
hin_Latn-0477-ENTITY_SHIFT,hin_Latn-0477,hin_Latn,ENTITY_SHIFT,Vendor 4505 ke 8/2024 ke INR 10000 wale sabhi invoices mat archive karo.,"{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4505, ""YEAR"": 2024}","{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4506, ""YEAR"": 2024}",True
hin_Latn-0477-TEMPORAL_SHIFT,hin_Latn-0477,hin_Latn,TEMPORAL_SHIFT,Vendor 4505 ke 8/2024 ke INR 10000 wale sabhi invoices mat archive karo.,"{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4505, ""YEAR"": 2024}","{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 9, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4505, ""YEAR"": 2024}",True
hin_Latn-0477-VALUE_SHIFT,hin_Latn-0477,hin_Latn,VALUE_SHIFT,Vendor 4505 ke 8/2024 ke INR 10000 wale sabhi invoices mat archive karo.,"{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4505, ""YEAR"": 2024}","{""AMOUNT"": 10500, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4505, ""YEAR"": 2024}",True
hin_Latn-0477-NEGATION_DROP,hin_Latn-0477,hin_Latn,NEGATION_DROP,Vendor 4505 ke 8/2024 ke INR 10000 wale sabhi invoices mat archive karo.,"{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4505, ""YEAR"": 2024}","{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": false, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4505, ""YEAR"": 2024}",True
hin_Latn-0477-QUANTIFIER_DROP,hin_Latn-0477,hin_Latn,QUANTIFIER_DROP,Vendor 4505 ke 8/2024 ke INR 10000 wale sabhi invoices mat archive karo.,"{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""ALL"", ""VENDOR_ID"": 4505, ""YEAR"": 2024}","{""AMOUNT"": 10000, ""CURRENCY"": ""INR"", ""MONTH"": 8, ""NEGATED"": true, ""QUANTIFIER"": ""MATCHING"", ""VENDOR_ID"": 4505, ""YEAR"": 2024}",True
